S.No.,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
,IMF5,IMF5,IMF5,IMF5,IMF5,IMF5
1,0.7034320946491328,-1.8012155468663003,2.584691406736963,3.8144902598819925,2.6897864685155697,-1.8169872591750487
2,0.5268136637708226,-1.7730524541519497,2.2591731346594504,1.4905762449768871,2.708107504590454,-1.8276650212524501
3,0.3303817912141811,-1.73477989834528,1.414039567402406,-1.7818889543491323,2.6587420232246175,-1.6382381516870788
4,0.24280620141637577,-1.6976623895158376,0.5106880098827461,-3.7915458822028114,2.5133080703149147,-1.541402952130046
5,0.19695959325770931,-1.6608081211330803,-0.1943533073667581,-3.726777153684708,2.3512529018737442,-1.4213406837977582
6,0.13004538763444,-1.6167261000945012,-0.744250406150522,-1.888348703233577,2.2472036887290052,-1.2658518375544374
7,-0.046024766289517974,-1.5704575778543413,-0.8389755340916634,0.7816959465189754,2.1573892103924024,-1.1887814768881655
8,-0.24323576925497586,-1.4988861657739407,-0.48935632581225147,3.185934100864369,1.9572042060783152,-1.0524038332152288
9,-0.331253088258919,-1.395101272011839,0.02810233577725933,4.558651881718067,1.6232079821939658,-0.919148834932216
10,-0.5340689467293944,-1.2650592796556892,0.7935071602114115,4.344444846562906,1.29387027639296,-0.7923382822454157
11,-0.7166052171231015,-1.1626599575887981,1.7393688561240916,2.512664007616983,1.0671647056203002,-0.565472860470353
12,-0.814089747504827,-1.0675898675213875,2.190171976446722,-0.1076705030482097,0.8020903143042629,-0.3387989337110254
13,-1.0727543839975764,-0.9486054885430865,2.762813777937631,-2.110189995391034,0.45555581017391994,-0.0723604286175411
14,-1.4689988003719057,-0.786142814890123,3.545393854416034,-2.791836079134981,-0.04488818771429041,0.15541140289866887
15,-1.591146914720463,-0.6000724108211427,3.3895826358709074,-2.507409274027447,-0.5336454986188524,0.3234546623735967
16,-1.5997684033467947,-0.39532435489748285,2.914367312642662,-1.6183787037784199,-0.960751496507141,0.41868896359908225
17,-1.4906679486649677,-0.21464992560042875,2.465576309226187,-0.6151141779267532,-1.4339108501875595,0.45553005135967983
18,-1.3436808905139763,-0.04530907291129225,1.3053407877980785,0.7425030285814327,-1.981805086096648,0.35080270388747575
19,-1.3466042943556031,0.09032367397192544,-0.4363520528368547,2.3191765279006837,-2.521136265644446,0.24592471366955987
20,-1.2938032258812062,0.193109526314962,-2.0462790277886107,3.083148032022276,-3.0717098226477115,0.10658783368679364
21,-1.0993824420721074,0.30751642958571396,-3.3351899811987287,1.9149317735261357,-3.4495311227207424,-0.04976657002765071
22,-0.8303582568102816,0.45654747906603965,-4.596086931274534,-1.3320345875630684,-3.7654890529572316,-0.2292459118422914
23,-0.7936503378057369,0.583191579488394,-5.180123317454995,-4.852693610550346,-4.023353512384163,-0.37209608704708147
24,-0.7132800394809166,0.7305550355751615,-5.023923015530224,-5.771932326976194,-4.2828168129162885,-0.5645792170635882
25,-0.6148609965575627,0.8943348202317927,-5.149230097111321,-2.862461703263462,-4.3238245627785545,-0.7255014152200387
26,-0.41752568788585487,1.0347270997943177,-4.865499380007491,2.005864101431575,-4.330125679723655,-1.0536932329878466
27,-0.18960229649765514,1.1183906087110589,-3.986359925369629,5.43673138669799,-4.0883977345247215,-1.3940820066245554
28,0.1298900055016277,1.1831610872258325,-3.02958166149096,5.177880392171016,-3.830661182386206,-1.7130488711676743
29,0.442241388625805,1.2484510793954569,-2.25596161941234,1.7339907858401902,-3.419075724152756,-1.9848517899686235
30,0.7758690252215045,1.343668996088854,-1.7810019795478593,-2.142700314394395,-2.966950387454139,-2.2296181658146232
31,1.0223539222465188,1.4412812194457723,-1.1875608922480236,-4.092612708530748,-2.4675666736672683,-2.4536443548230507
32,1.1945062266788504,1.5070346844386742,-0.4997726437186999,-3.511597468004048,-2.0187972202989215,-2.662248811897594
33,1.461277371014897,1.526660486578883,0.9272406761287832,-1.5008979147669212,-1.5231059879697297,-2.6883968179795317
34,1.5769327319566517,1.538140072272304,2.91559014612154,0.1992812088332844,-0.9707349969660988,-2.580807258338804
35,1.680044315290939,1.5776455263735756,4.131809207546313,1.02257040003871,-0.42625723205021376,-2.417604992861665
36,1.7306123205423474,1.6351422078736135,4.745082430539965,1.2704073519244243,0.05750832862486932,-2.167132065546753
37,1.8041857604290035,1.671121936360421,5.017318512942335,1.4111477837183535,0.49318074885572283,-1.8514997675443048
38,1.7602547919934382,1.6685216417754432,0.0,-7.76876984404646e-18,0.8219967275592444,-1.4454077773753722
39,1.7537376213943365,1.6306519741092695,0.0,-7.76876984404646e-18,1.162600372684637,-1.0592568015116766
40,1.5936629481710347,1.5734424640056153,0.0,-7.76876984404646e-18,1.4203874145422644,-0.7612114057543599
41,1.422460694493613,1.4957074692224486,0.0,-7.76876984404646e-18,1.5395667135140478,-0.49882238192695827
42,1.3144412555072087,1.424248138805194,0.0,-7.76876984404646e-18,1.468218008447115,-0.28844595764014413
43,1.108129299048455,1.3477627031043937,0.0,-7.76876984404646e-18,1.5999086598146994,-0.09826332107933769
44,0.8214337257963543,1.2859239173894121,0.0,-7.76876984404646e-18,1.7624182357278722,0.2062877986792267
45,0.6108731778775593,1.2454651633045752,0.0,-7.76876984404646e-18,1.8517715746299244,0.513468783320556
46,0.3141155016534805,1.1800876262683317,0.0,-7.76876984404646e-18,1.7555852937414647,0.8060272085603369
47,0.00481182807717999,1.048159329813783,0.0,-7.76876984404646e-18,1.5728024126144347,1.0548098732030253
48,-0.2506741339271793,0.9162592052367279,0.0,-7.76876984404646e-18,1.4509034007731847,1.1327815370766916
49,-0.5120579577441454,0.8087229079168015,0.0,-7.76876984404646e-18,1.3271631971750062,1.1395808867687336
50,-0.837587965475566,0.7462494976496848,0.0,-7.76876984404646e-18,1.1460094509846364,1.079367194020922
51,-1.2135527937731267,0.6831126851061118,0.0,-7.76876984404646e-18,0.974058297597635,0.9128941936750236
52,-1.6051068894812768,0.5702843157452293,0.0,-7.76876984404646e-18,1.0155002590442586,0.6474284832614747
53,-1.8405996104821936,0.46433018741613913,0.0,-7.76876984404646e-18,0.8692786665164179,0.44337394776080225
54,-2.028072593209825,0.40126759110897336,0.0,-7.76876984404646e-18,0.7220910373629129,0.36896919771356573
