S.No.,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
,IMF5,IMF5,IMF5,IMF5,IMF5,IMF5
1,0.19816283520490632,-1.2739994356558497,2.456404597483449,6.033056310481192,1.7172006727772062,0.25532373365872835
2,0.07747730504058363,-1.270000590665927,2.1771242761532306,5.939857056495548,1.6971694714525354,0.1772385222153435
3,-0.0345999498912846,-1.2740235170241396,1.7858747140606712,5.665961930763613,1.6750769322950996,0.06129495598132085
4,-0.09216189894894529,-1.2889731412682761,3.0844482526135963,5.271563797912214,1.5943182009265076,-0.13532083857622706
5,-0.06415012641197713,-1.3049243720527683,3.7155333572967932,4.855923711616033,1.4886121068747677,-0.32744074942945317
6,-0.04447891664951014,-1.3081173831075075,-0.7165170996501016,4.389480319824416,1.3502221646336456,-0.5148814248965612
7,-0.12569759755492135,-1.301377721645179,0.5905850397113783,3.924994002418497,1.1549988096351855,-0.6681232442083371
8,-0.3417566335141133,-1.2827561346880922,1.6975786115720803,3.272577234919151,0.9511980467928562,-0.7894241958844369
9,-0.5819399554729712,-1.2369814671303134,1.92073321434598,2.5377287874888146,0.6962217691776813,-0.8775962614934956
10,-0.7672158293656912,-1.1615715542329215,1.3992657141727662,1.673838038334745,0.4000618591296525,-0.9184183831953623
11,-0.8601045110790063,-1.1007866130590165,1.5404265996144029,0.812996513691728,0.06709542522671183,-0.8938015361640452
12,-0.9368399509632229,-1.0284617910103235,2.208636201934847,0.04269350145379715,-0.2645945316919225,-0.8791032616178492
13,-1.005076462956966,-0.9239843287331898,1.0658977590382834,-0.598757785592342,-0.5965346091007249,-0.7984260099605761
14,-1.0105589124479815,-0.777668610711152,-0.43312925366576344,-1.1509532868906884,-0.9288973038894668,-0.7223451086825817
15,-1.0259165580992227,-0.6090446266273447,0.3758022619958756,-1.66405860954134,-1.300658288301931,-0.588510939305607
16,-1.0215087290380143,-0.4278251950253739,1.3876015983610637,-2.1130862382602182,-1.6777235520748577,-0.3867386926558958
17,-1.0125233940056284,-0.2723095024140529,0.8212021681927684,-2.502426763148574,-2.0461380968257625,-0.11908040056944247
18,-0.9113469378898018,-0.10839743939230904,1.8873399795624761,-2.7343657323870896,-2.3994807258329165,0.14709851972827034
19,-0.7273643791108495,0.050033882587152224,-0.3167075815989503,-2.923784145402977,-2.7095136982407872,0.41115005818377054
20,-0.4558436171796208,0.1932769963959006,0.8591418997308337,-3.034978221923796,-2.949129127821844,0.6486834177843942
21,-0.155300562447604,0.3147996079096597,-0.0831430690146032,-3.187564055208825,-3.2074906568987775,0.9126219312305679
22,-0.1120254092093777,0.42531391245606764,-0.6963870933299043,-3.2849999720968444,-3.4331165887193973,1.1905378708301217
23,-0.14748788339300734,0.5064110418312654,-0.13143000006305514,-3.3395415095649668,-3.667087057582694,1.4085857188228526
24,-0.2059698583625033,0.6047575661222883,-0.09878928888030433,-3.210770412905919,-3.925120842569062,1.5146634575761067
25,-0.2358933240851283,0.7168933494668849,-0.5705275211036203,-2.8743222054977373,-4.08500820969791,1.416572819481927
